"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"782","207978_s_at",1.40854135933276,5.42960588179617,6.4573236648296,8.16039145721444e-06,0.000700063985470207,3.83766921371864,"NR4A3","nuclear receptor subfamily 4 group A member 3"
"1041","211725_s_at",1.01725437859498,10.0232308129632,6.4569817545562,8.16546900453229e-06,0.000700063985470207,3.83705242976559,"BID","BH3 interacting domain death agonist"
"1958","227672_at",-0.991920294800335,8.36462056410122,-6.4525258160632,8.23194371541204e-06,0.000703554213035677,3.8290126613053,"MROH6","maestro heat like repeat family member 6"
"2331","239704_at",1.56140298155631,9.22548009836604,6.45288254299869,8.22660128645819e-06,0.000703554213035677,3.82965640283556,"RNF144B","ring finger protein 144B"
"707","206219_s_at",0.745123880239378,10.6973327758282,6.4510560162,8.25399393523588e-06,0.00070433651685162,3.82636009909569,"VAV1","vav guanine nucleotide exchange factor 1"
"1395","218559_s_at",0.870578368824832,12.4523276302953,6.44896652437019,8.28544682532176e-06,0.000705917484354598,3.82258863555848,"MAFB","MAF bZIP transcription factor B"
"44","1554283_at",1.56308324235282,7.32097428450687,6.44340836013372,8.36972234587205e-06,0.000711692442504711,3.81255326347464,"NOCT","nocturnin"
"1410","218909_at",0.938794039005971,8.35818110229497,6.44278094741043,8.37929138722519e-06,0.000711692442504711,3.81142017753959,"RPS6KC1","ribosomal protein S6 kinase C1"
"840","209012_at",-0.63657607503607,9.07597122648582,-6.43952774668816,8.42909087732086e-06,0.000714810465967584,3.8055440967617,"TRIO","trio Rho guanine nucleotide exchange factor"
"1297","216504_s_at",3.03760702600735,9.34675740399445,6.43401694069917,8.51415388950768e-06,0.000720904630027415,3.79558673908749,"SLC39A8","solute carrier family 39 member 8"
"1863","226498_at",1.93704579504209,5.57555291147551,6.43260105906454,8.53615298568359e-06,0.000721648487627148,3.793027704937,"FLT1","fms related receptor tyrosine kinase 1"
"511","203986_at",1.11018102281931,7.29863063995728,6.43080794265366,8.56409829808727e-06,0.000722891963451994,3.78978644947778,"STBD1","starch binding domain 1"
"512","203986_at",1.11018102281931,7.29863063995728,6.43080794265366,8.56409829808727e-06,0.000722891963451994,3.78978644947778,"FAM47E-STBD1","FAM47E-STBD1 readthrough"
"126","1558569_at",1.09660758572431,7.18945185234448,6.42796436284237,8.60861032779636e-06,0.000724409916536121,3.78464541428896,NA,NA
"1762","225316_at",2.07910972097314,9.31858054122787,6.42806649618571,8.60700741794456e-06,0.000724409916536121,3.78483008593335,"MFSD2A","MFSD2 lysolipid transporter A, lysophospholipid"
"954","210218_s_at",0.733596640632397,10.080683517265,6.42573449657577,8.64368407098003e-06,0.000726242335643742,3.78061312302715,"SP100","SP100 nuclear antigen"
"1910","226995_at",-0.634504390595182,6.37204264831057,-6.42296920134579,8.68738640231179e-06,0.000727675204891801,3.77561161328132,"LINC00205","long intergenic non-protein coding RNA 205"
"2301","238567_at",2.07992415564025,5.69411237388698,6.4234749133681,8.67937704490319e-06,0.000727675204891801,3.77652636246455,"SGPP2","sphingosine-1-phosphate phosphatase 2"
"1350","217966_s_at",0.724291926052326,12.7884589553927,6.42106714863836,8.71757967238464e-06,0.000729086031620126,3.77217078502263,"NIBAN1","niban apoptosis regulator 1"
"127","1558691_a_at",1.62580066553935,5.52856884586125,6.41829661550894,8.76175486719151e-06,0.000731660120125275,3.76715793517209,"DOCK4","dedicator of cytokinesis 4"
"606","204972_at",1.11211106526398,10.8218554639685,6.41328148556118,8.84231319659251e-06,0.00073725992458856,3.75808101987036,"OAS2","2'-5'-oligoadenylate synthetase 2"
"2302","238581_at",2.08746624239047,8.8834587696522,6.40858474951355,8.91845655300895e-06,0.000742475103246155,3.74957707898309,"GBP5","guanylate binding protein 5"
"15","1552623_at",1.52945925118337,5.86095624268995,6.40280360491259,9.01311860067925e-06,0.000749213768856767,3.73910533473232,"HSH2D","hematopoietic SH2 domain containing"
"79","1555491_a_at",1.16951192607709,8.49144011961341,6.40051843272449,9.05082456416913e-06,0.000751204683773509,3.73496473286717,"SHFL","shiftless antiviral inhibitor of ribosomal frameshifting"
"2113","230405_at",0.854789524312349,8.15713676345545,6.38809981208408,9.25862615113236e-06,0.00076728581182366,3.71244974521466,"IRF1-AS1","IRF1 antisense RNA 1"
"2148","231769_at",1.13756700317892,7.80746740879935,6.3836481577791,9.33432004667397e-06,0.000772386698043948,3.70437347745901,"FBXO6","F-box protein 6"
"368","202478_at",1.50405143862426,6.4556609508593,6.3816590209825,9.36835038445292e-06,0.000774029832898831,3.70076382898645,"TRIB2","tribbles pseudokinase 2"
"360","202387_at",0.627575151567813,10.642739205163,6.37766990094546,9.43698639910041e-06,0.000778522867392856,3.69352313271837,"BAG1","BAG cochaperone 1"
"558","204490_s_at",0.63349217169444,13.2794891661345,6.37592072908572,9.46724719340254e-06,0.000779841283519295,3.69034746902566,"CD44","CD44 molecule (Indian blood group)"
"1360","218081_at",-0.796670365776173,7.54023211139674,-6.37315406337384,9.51531709577336e-06,0.000782620500830528,3.68532362171716,"ADISSP","adipose secreted signaling protein"
"2122","230741_at",1.04137083384995,11.1156094386102,6.36982573299864,9.57348259201233e-06,0.00078622045834221,3.67927841668739,"P2RX7","purinergic receptor P2X 7"
"1519","220658_s_at",1.59740533396911,5.35612027808472,6.36602161379732,9.64041640540294e-06,0.000790528620342749,3.67236709065174,"BMAL2","basic helix-loop-helix ARNT like 2"
"1105","212620_at",-0.803185004220607,8.82320062581019,-6.36235968133379,9.70530864703017e-06,0.000794656703358709,3.66571212335748,"ZNF609","zinc finger protein 609"
"1464","219648_at",1.97992279127074,9.81371068215016,6.36127986036255,9.72453057488592e-06,0.000795038605218929,3.66374935601179,"MREG","melanoregulin"
"80","1555536_at",0.799257301468334,6.05922059488999,6.36021202249714,9.74357816149306e-06,0.000795405133234111,3.66180820521503,"ANTXR2","ANTXR cell adhesion molecule 2"
"274","201490_s_at",1.3554456134301,9.84388467687221,6.35552361401536,9.82766843922844e-06,0.000801072323091915,3.65328352198779,"PPIF","peptidylprolyl isomerase F"
"287","201559_s_at",0.751310733081619,10.1854342577697,6.35443150692037,9.84736448123725e-06,0.000801481544580939,3.65129734811071,"CLIC4","chloride intracellular channel 4"
"917","209850_s_at",1.06240985405808,6.47070824414751,6.35280337708758,9.87680395189596e-06,0.000802681390215616,3.64833601165523,"CDC42EP2","CDC42 effector protein 2"
"336","202153_s_at",0.861332051437889,9.39367248384167,6.34904246022543,9.94515870853642e-06,0.000807035590712183,3.64149398271528,"NUP62","nucleoporin 62"
"1015","211139_s_at",0.645744202892162,9.01778579589288,6.34385168834239,1.00403108096736e-05,0.000813548211051492,3.63204735898283,"NAB1","NGFI-A binding protein 1"
"136","1559144_x_at",-0.544696512309678,5.31501502476075,-6.34047437309346,1.0102728772815e-05,0.000817042819689029,3.62589894487587,"LINC00910","long intergenic non-protein coding RNA 910"
"942","210117_at",1.44133725036479,7.15718303946022,6.33990128664894,1.01133603008402e-05,0.000817042819689029,3.62485547644034,"SPAG1","sperm associated antigen 1"
"2447","244781_x_at",0.912724889775831,6.56270693257012,6.3313683779585,1.02730419124911e-05,0.000828717338208093,3.60931328742976,NA,NA
"36","1553991_s_at",-0.876431209716209,8.06753393045573,-6.32951608607701,1.03080502792039e-05,0.000830314970351269,3.60593806644606,"VSIG10","V-set and immunoglobulin domain containing 10"
"502","203921_at",1.00794194457398,6.42625673321868,6.32710986327036,1.03537134378048e-05,0.000832447290497999,3.6015527447733,"CHST2","carbohydrate sulfotransferase 2"
"2332","239759_at",0.755577192036903,7.58951122318318,6.32628555333806,1.03694048241891e-05,0.000832447290497999,3.6000502554916,NA,NA
"2366","241626_at",0.853470116912283,6.78770159194537,6.32571657476035,1.03802502120216e-05,0.000832447290497999,3.59901310785395,"WTAP","WT1 associated protein"
"1730","224900_at",0.520149268414784,9.51150110304755,6.31733974645643,1.05412954939169e-05,0.00084412283109866,3.58373825125978,"ANKFY1","ankyrin repeat and FYVE domain containing 1"
"2361","241305_at",1.32319750781247,5.77256751346854,6.3116499836378,1.06521626519698e-05,0.000851751916415855,3.57335742628019,NA,NA
"376","202609_at",0.745703574653339,7.88274173585845,6.30823660765331,1.07192551855517e-05,0.000855863572293182,3.56712758278749,"EPS8","epidermal growth factor receptor pathway substrate 8"
"2235","235299_at",1.38231976649,9.38501079887078,6.30634041881239,1.0756716066225e-05,0.000857600780328093,3.56366607646203,"SLC41A2","solute carrier family 41 member 2"
"1557","221764_at",0.799668677439511,8.53760058455246,6.30532643627465,1.07768040550893e-05,0.000857949854024187,3.56181483262121,"R3HDM4","R3H domain containing 4"
"198","1569346_a_at",-0.775590904319158,7.66177186982238,-6.29957611269294,1.08914642995218e-05,0.000865815924002599,3.55131358988688,NA,NA
"161","1561654_at",1.4069382066229,6.27486796606205,6.29682243593252,1.09468207726578e-05,0.000866432931677044,3.54628314719777,NA,NA
"624","205114_s_at",3.42793589286349,10.8505403667129,6.29729372229221,1.09373258990755e-05,0.000866432931677044,3.54714417459984,"CCL3","C-C motif chemokine ligand 3"
"625","205114_s_at",3.42793589286349,10.8505403667129,6.29729372229221,1.09373258990755e-05,0.000866432931677044,3.54714417459984,"CCL3L1","C-C motif chemokine ligand 3 like 1"
